fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,price
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,51.9
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,52.7982
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,52.1898
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,55.6943
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,58.791
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,49.9961
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,59.091
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,51.0988
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,61.6847
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,54.3964
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,50.5991
11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,63.3874
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,51.2988
8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,53.9874
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,57.0958
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,51.2988
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,55.7464
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,52.0958
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,53.3901
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,53.8982
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,53.8982
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,47.8937
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,53.8904
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,58.5928
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,45.5961
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,58.1946
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,72.7841
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,45.7
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,58.791
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,51.0985
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,47.1946
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,55.3931
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,52.7952
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,69.491
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,50.5946
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,53.2952
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,55.4952
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,61.3006
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,71.2856
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,48.0952
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,61.3006
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,48.0952
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,47.6
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,52.1982
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,52.1982
10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,48.894
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,60.303
10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,59.3916
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,51.8946
7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,61.4886
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,46.8964
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,53.497
10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,64.7868
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,51.7
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,53.497
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,56.4916
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,60.7964
11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,55.2979
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,38.5024
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,50.9949
10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,54.3961
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,51.1982
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,48.8925
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,51.7874
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,52.394
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,52.194
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,61.2006
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,61.2006
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,63.8063
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,54.5913
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,63.8063
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,47.7973
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,47.7973
9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,55.297
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,63.4838
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,55.8009
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,63.4838
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,51.5976
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,50.7979
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,49.5928
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,51.794
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,61.5766
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,45.0982
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6,48.994
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,51.5901
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6,45.1
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,43.0018
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,43.0018
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,49.0952
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,49.2952
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,55.9946
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,56.0078
6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,69.3868
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,53.8895
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,52.9907
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,48.6946
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,64.4922
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,49.2928
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,49.2928
7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,56.8892
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,53.491
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,67.3844
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,62.3928
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,51.1919
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,51.1919
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,51.3916
10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6,51.6922
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,49.994
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,45.6964
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,45.6964
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,46.8952
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,46.8952
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,54.1886
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,69.1763
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,51.5916
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,51.5916
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,53.2958
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6,51.7952
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,51.5916
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,51.091
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,61.688
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,50.8949
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,50.4901
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,59.1982
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6,69.285
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,49.8006
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,62.3895
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,51.29304
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6,48.2934
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,51.89283
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,51.29304
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,48.38968
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6,56.58575
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,60.68464
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,51.89103
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,50.19664
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,50.29664
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,52.69232
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,52.69232
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,50.3919
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,50.39181
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,55.98836
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,55.9883
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,50.99028
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,51.6973
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,51.6973
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,52.69124
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,52.89235
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,63.68593
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,56.6961
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,56.6961
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,51.7913
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,52.79046
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,55.69079
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,53.40036
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,55.69817
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,54.8952
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,59.28635
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,60.68128
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,60.68128
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,55.49124
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,53.7877
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,52.8931
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,55.68956
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,55.68956
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,55.68956
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,59.98314
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,62.68071
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,60.98314
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,60.08314
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,59.98314
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,57.88734
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,62.38113
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,62.38113
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,54.19361
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,60.48599
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,63.68608
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,54.19361
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,54.39508
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,60.68473
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,47.29322
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,52.99235
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,57.6865
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,57.6865
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,62.5844
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,57.98584
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,60.37993
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,69.48731
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,63.39703
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,62.89022
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,60.37993
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,62.08536
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,61.49472
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,57.7892
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,61.38512
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,57.7892
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,61.38512
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,61.49472
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,52.89358
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,50.7913
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,61.48629
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,61.48629
7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6,65.08614
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,58.58704
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,56.98839
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,57.88554
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,58.18638
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,57.88554
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,58.08662
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,63.3829
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,54.99172
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,54.99172
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,54.29322
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,68.28254
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,54.29322
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,60.08686
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,55.28668
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6,51.48662
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,53.79091
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,46.98662
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,68.72486
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,54.0871
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,53.08905
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,58.98362
10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6,57.68794
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,65.37021
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,65.37021
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,59.58926
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,59.58926
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,64.58518
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,55.19466
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,65.98092
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,54.78758
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,56.08776
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,51.09217
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,57.79076
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,52.78641
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,57.79076
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,66.87882
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,60.48314
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,56.58836
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6,55.89106
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,55.49112
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,48.29241
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,48.29241
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6,48.6943
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6,59.8868
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,60.18695
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,61.78254
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,54.6889
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6,51.0904
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,57.1916
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6,58.08602
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6,59.08413
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,51.09055
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,62.68851
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,51.09055
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,58.682
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,60.08638
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,61.48437
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,61.88965
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,61.88965
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,64.68176
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,63.68164
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6,60.58206
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,63.68164
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,65.1808
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6,64.18128
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6,54.2946
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,52.08779
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,57.58188
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6,49.19094
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6,76.2706
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,60.98716
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,60.98716
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,60.98716
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,70.47756
6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6,65.68056
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6,65.5766
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6,56.19022
5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6,72.3745
6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6,63.08137
10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6,54.29394
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6,53.7931
8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6,62.1838
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,57.59322
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,57.59322
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,50.29292
7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,50.8907
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6,58.28872
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,61.48062
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,53.79016
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,55.29016
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,51.988
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,61.18578
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6,60.98755
